"id","Title","taxon","file","author","post_date","size","size_raw","type","NonSpecimen","Date","Time","Duration","deployment","lat","lon","time_of_day","license","info_url","device","rights_holder","country","locality","sample_rate","channels"
"56976","ML 136943","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/136943.WAV","","2019-04-24 14:52","3.56 MB","3732112","audio/x-wav","","","","42","","","","","","https://bio.acousti.ca/node/56976","","","","","44100","mono"
"56977","ML 136944","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/136944.WAV","","2019-04-24 14:52","2.04 MB","2138290","audio/x-wav","","","","24","","","","","","https://bio.acousti.ca/node/56977","","","","","44100","mono"
"56978","ML 136945","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/136945.WAV","","2019-04-24 14:52","2.85 MB","2985022","audio/x-wav","","","","33","","","","","","https://bio.acousti.ca/node/56978","","","","","44100","mono"
"56979","ML 137180","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/137180.WAV","","2019-04-24 14:52","161.5 KB","165376","audio/x-wav","","","","38","","","","","","https://bio.acousti.ca/node/56979","","","","","44100","mono"
"56980","ML 137181","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/137181.WAV","","2019-04-24 14:52","2.37 MB","2481866","audio/x-wav","","","","28","","","","","","https://bio.acousti.ca/node/56980","","","","","44100","mono"
"56981","ML 137182","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/137182.WAV","","2019-04-24 14:52","4.92 MB","5156054","audio/x-wav","","","","58","","","","","","https://bio.acousti.ca/node/56981","","","","","44100","mono"
"56982","ML 137291","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/137291.WAV","","2019-04-24 14:52","4.88 MB","5111808","audio/x-wav","","","","67","","","","","","https://bio.acousti.ca/node/56982","","","","","44100","mono"
"56983","ML 137292","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/137292.WAV","","2019-04-24 14:52","4.84 MB","5079692","audio/x-wav","","","","57","","","","","","https://bio.acousti.ca/node/56983","","","","","44100","mono"
"56984","ML 200380","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200380.WAV","","2019-04-24 14:52","3.71 MB","3887888","audio/x-wav","","","","44","","","","","","https://bio.acousti.ca/node/56984","","","","","44100","mono"
"56985","ML 200384","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200384.WAV","","2019-04-24 14:52","5.66 MB","5930278","audio/x-wav","","","","67","","","","","","https://bio.acousti.ca/node/56985","","","","","44100","mono"
"56986","ML 200416","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200416.WAV","","2019-04-24 14:52","4.09 MB","4292608","audio/x-wav","","","","54","","","","","","https://bio.acousti.ca/node/56986","","","","","44100","mono"
"56987","ML 200418","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200418.WAV","","2019-04-24 14:52","4.98 MB","5221958","audio/x-wav","","","","59","","","","","","https://bio.acousti.ca/node/56987","","","","","44100","mono"
"56988","ML 200423","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200423.WAV","","2019-04-24 14:52","4.6 MB","4825012","audio/x-wav","","","","54","","","","","","https://bio.acousti.ca/node/56988","","","","","44100","mono"
"56989","ML 200426","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200426.WAV","","2019-04-24 14:52","8.22 MB","8621298","audio/x-wav","","","","97","","","","","","https://bio.acousti.ca/node/56989","","","","","44100","mono"
"56990","ML 200433","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200433.WAV","","2019-04-24 14:52","3.69 MB","3870976","audio/x-wav","","","","43","","","","","","https://bio.acousti.ca/node/56990","","","","","44100","mono"
"56991","ML 200440","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200440.WAV","","2019-04-24 14:52","5.26 MB","5518928","audio/x-wav","","","","62","","","","","","https://bio.acousti.ca/node/56991","","","","","44100","mono"
"56992","ML 200446","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200446.WAV","","2019-04-24 14:52","26.25 KB","26880","audio/x-wav","","","","90","","","","","","https://bio.acousti.ca/node/56992","","","","","44100","mono"
"56993","ML 200610","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200610.WAV","","2019-04-24 14:52","6.09 MB","6385398","audio/x-wav","","","","72","","","","","","https://bio.acousti.ca/node/56993","","","","","44100","mono"
"56994","ML 200614","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200614.WAV","","2019-04-24 14:52","2.93 MB","3069748","audio/x-wav","","","","34","","","","","","https://bio.acousti.ca/node/56994","","","","","44100","mono"
"56995","ML 200615","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200615.WAV","","2019-04-24 14:52","3.43 MB","3597778","audio/x-wav","","","","40","","","","","","https://bio.acousti.ca/node/56995","","","","","44100","mono"
"56996","ML 200621","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200621.WAV","","2019-04-24 14:54","6.29 MB","6599732","audio/x-wav","","","","74","","","","","","https://bio.acousti.ca/node/56996","","","","","44100","mono"
"56997","ML 200624","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200624.WAV","","2019-04-24 14:54","7.29 MB","7639954","audio/x-wav","","","","86","","","","","","https://bio.acousti.ca/node/56997","","","","","44100","mono"
"56998","ML 200629","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200629.WAV","","2019-04-24 14:54","5.09 MB","5342350","audio/x-wav","","","","60","","","","","","https://bio.acousti.ca/node/56998","","","","","44100","mono"
"56999","ML 200635","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200635.WAV","","2019-04-24 14:54","6.49 MB","6801986","audio/x-wav","","","","77","","","","","","https://bio.acousti.ca/node/56999","","","","","44100","mono"
"57000","ML 200637","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200637.WAV","","2019-04-24 14:54","3.53 MB","3699112","audio/x-wav","","","","41","","","","","","https://bio.acousti.ca/node/57000","","","","","44100","mono"
"57001","ML 200653","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200653.WAV","","2019-04-24 14:54","2.76 MB","2893222","audio/x-wav","","","","32","","","","","","https://bio.acousti.ca/node/57001","","","","","44100","mono"
"57002","ML 200654","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200654.WAV","","2019-04-24 14:54","4.19 MB","4390912","audio/x-wav","","","","62","","","","","","https://bio.acousti.ca/node/57002","","","","","44100","mono"
"57003","ML 200655","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200655.WAV","","2019-04-24 14:54","56.75 KB","58112","audio/x-wav","","","","47","","","","","","https://bio.acousti.ca/node/57003","","","","","44100","mono"
"57004","ML 200677","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/200677.WAV","","2019-04-24 14:54","5.93 MB","6215204","audio/x-wav","","","","70","","","","","","https://bio.acousti.ca/node/57004","","","","","44100","mono"
"57005","ML 203705","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/203705.WAV","","2019-04-24 14:54","4.23 MB","4440064","audio/x-wav","","","","72","","","","","","https://bio.acousti.ca/node/57005","","","","","44100","mono"
"57006","ML 203719","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/203719.WAV","","2019-04-24 14:54","4.43 MB","4644714","audio/x-wav","","","","52","","","","","","https://bio.acousti.ca/node/57006","","","","","44100","mono"
"57007","ML 203733","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/203733.WAV","","2019-04-24 14:54","26.25 KB","26880","audio/x-wav","","","","80","","","","","","https://bio.acousti.ca/node/57007","","","","","44100","mono"
"57008","ML 203744","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/203744.WAV","","2019-04-24 14:54","4.09 MB","4292608","audio/x-wav","","","","104","","","","","","https://bio.acousti.ca/node/57008","","","","","44100","mono"
"57009","ML 203751","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/203751.WAV","","2019-04-24 14:54","56.75 KB","58112","audio/x-wav","","","","96","","","","","","https://bio.acousti.ca/node/57009","","","","","44100","mono"
"57010","ML 204046","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204046.WAV","","2019-04-24 14:54","6.01 MB","6306734","audio/x-wav","","","","71","","","","","","https://bio.acousti.ca/node/57010","","","","","44100","mono"
"57011","ML 204047","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204047.WAV","","2019-04-24 14:54","497.5 KB","509440","audio/x-wav","","","","74","","","","","","https://bio.acousti.ca/node/57011","","","","","44100","mono"
"57012","ML 204048","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204048.WAV","","2019-04-24 14:54","4.69 MB","4920448","audio/x-wav","","","","55","","","","","","https://bio.acousti.ca/node/57012","","","","","44100","mono"
"57013","ML 204050","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204050.WAV","","2019-04-24 14:54","312.75 KB","320256","audio/x-wav","","","","53","","","","","","https://bio.acousti.ca/node/57013","","","","","44100","mono"
"57014","ML 204065","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204065.WAV","","2019-04-24 14:54","5.3 MB","5556770","audio/x-wav","","","","63","","","","","","https://bio.acousti.ca/node/57014","","","","","44100","mono"
"57015","ML 204067","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204067.WAV","","2019-04-24 14:54","1.87 MB","1956932","audio/x-wav","","","","22","","","","","","https://bio.acousti.ca/node/57015","","","","","44100","mono"
"57016","ML 204070","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204070.WAV","","2019-04-24 14:54","4.03 MB","4227072","audio/x-wav","","","","79","","","","","","https://bio.acousti.ca/node/57016","","","","","44100","mono"
"57017","ML 204073","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204073.WAV","","2019-04-24 14:54","4 MB","4194304","audio/x-wav","","","","62","","","","","","https://bio.acousti.ca/node/57017","","","","","44100","mono"
"57018","ML 204082","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204082.WAV","","2019-04-24 14:54","5.53 MB","5797364","audio/x-wav","","","","65","","","","","","https://bio.acousti.ca/node/57018","","","","","44100","mono"
"57019","ML 204083","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204083.WAV","","2019-04-24 14:54","5.77 MB","6054606","audio/x-wav","","","","68","","","","","","https://bio.acousti.ca/node/57019","","","","","44100","mono"
"57020","ML 204085","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204085.WAV","","2019-04-24 14:54","6.61 MB","6932210","audio/x-wav","","","","78","","","","","","https://bio.acousti.ca/node/57020","","","","","44100","mono"
"57021","ML 204108","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204108.WAV","","2019-04-24 14:54","6.34 MB","6650846","audio/x-wav","","","","75","","","","","","https://bio.acousti.ca/node/57021","","","","","44100","mono"
"57022","ML 204118","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204118.WAV","","2019-04-24 14:54","8.22 MB","8614510","audio/x-wav","","","","97","","","","","","https://bio.acousti.ca/node/57022","","","","","44100","mono"
"57023","ML 204121","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204121.WAV","","2019-04-24 14:54","4.22 MB","4425216","audio/x-wav","","","","67","","","","","","https://bio.acousti.ca/node/57023","","","","","44100","mono"
"57024","ML 204124","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204124.WAV","","2019-04-24 14:54","4.21 MB","4416256","audio/x-wav","","","","81","","","","","","https://bio.acousti.ca/node/57024","","","","","44100","mono"
"57025","ML 204126","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204126.WAV","","2019-04-24 14:54","6.22 MB","6518368","audio/x-wav","","","","73","","","","","","https://bio.acousti.ca/node/57025","","","","","44100","mono"
"57026","ML 204129","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204129.WAV","","2019-04-24 14:54","4.17 MB","4374528","audio/x-wav","","","","58","","","","","","https://bio.acousti.ca/node/57026","","","","","44100","mono"
"57027","ML 204130","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204130.WAV","","2019-04-24 14:54","6.35 MB","6660286","audio/x-wav","","","","75","","","","","","https://bio.acousti.ca/node/57027","","","","","44100","mono"
"57028","ML 204131","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204131.WAV","","2019-04-24 14:54","6.68 MB","7003450","audio/x-wav","","","","79","","","","","","https://bio.acousti.ca/node/57028","","","","","44100","mono"
"57029","ML 204133","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204133.WAV","","2019-04-24 14:54","4.01 MB","4202852","audio/x-wav","","","","47","","","","","","https://bio.acousti.ca/node/57029","","","","","44100","mono"
"57030","ML 204134","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204134.WAV","","2019-04-24 14:54","3.02 MB","3169986","audio/x-wav","","","","35","","","","","","https://bio.acousti.ca/node/57030","","","","","44100","mono"
"57031","ML 204135","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204135.WAV","","2019-04-24 14:54","232.75 KB","238336","audio/x-wav","","","","77","","","","","","https://bio.acousti.ca/node/57031","","","","","44100","mono"
"57032","ML 204136","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204136.WAV","","2019-04-24 14:54","7.67 MB","8040440","audio/x-wav","","","","91","","","","","","https://bio.acousti.ca/node/57032","","","","","44100","mono"
"57033","ML 204140","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204140.WAV","","2019-04-24 14:54","936.75 KB","959232","audio/x-wav","","","","75","","","","","","https://bio.acousti.ca/node/57033","","","","","44100","mono"
"57034","ML 204142","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204142.WAV","","2019-04-24 14:54","6.08 MB","6377532","audio/x-wav","","","","72","","","","","","https://bio.acousti.ca/node/57034","","","","","44100","mono"
"57035","ML 204143","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204143.WAV","","2019-04-24 14:54","7.98 MB","8364270","audio/x-wav","","","","94","","","","","","https://bio.acousti.ca/node/57035","","","","","44100","mono"
"57036","ML 204155","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204155.WAV","","2019-04-24 14:54","7.13 MB","7471104","audio/x-wav","","","","85","","","","","","https://bio.acousti.ca/node/57036","","","","","44100","mono"
"57037","ML 204167","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204167.WAV","","2019-04-24 14:54","8.01 MB","8395220","audio/x-wav","","","","95","","","","","","https://bio.acousti.ca/node/57037","","","","","44100","mono"
"57038","ML 204174","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204174.WAV","","2019-04-24 14:54","5.67 MB","5943504","audio/x-wav","","","","67","","","","","","https://bio.acousti.ca/node/57038","","","","","44100","mono"
"57039","ML 204900","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204900.WAV","","2019-04-24 14:54","7.32 MB","7675678","audio/x-wav","","","","87","","","","","","https://bio.acousti.ca/node/57039","","","","","44100","mono"
"57040","ML 204909","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/204909.WAV","","2019-04-24 14:54","7.27 MB","7621364","audio/x-wav","","","","86","","","","","","https://bio.acousti.ca/node/57040","","","","","44100","mono"
"57041","ML 205013","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205013.WAV","","2019-04-24 14:54","5.48 MB","5746376","audio/x-wav","","","","65","","","","","","https://bio.acousti.ca/node/57041","","","","","44100","mono"
"57042","ML 205022","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205022.WAV","","2019-04-24 14:54","4.92 MB","5162844","audio/x-wav","","","","58","","","","","","https://bio.acousti.ca/node/57042","","","","","44100","mono"
"57043","ML 205023","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205023.WAV","","2019-04-24 14:54","5.24 MB","5490178","audio/x-wav","","","","62","","","","","","https://bio.acousti.ca/node/57043","","","","","44100","mono"
"57044","ML 205024","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205024.WAV","","2019-04-24 14:54","4.27 MB","4472832","audio/x-wav","","","","56","","","","","","https://bio.acousti.ca/node/57044","","","","","44100","mono"
"57045","ML 205031","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205031.WAV","","2019-04-24 14:54","2.51 MB","2635324","audio/x-wav","","","","29","","","","","","https://bio.acousti.ca/node/57045","","","","","44100","mono"
"57046","ML 205075","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205075.WAV","","2019-04-24 14:56","4.3 MB","4504856","audio/x-wav","","","","51","","","","","","https://bio.acousti.ca/node/57046","","","","","44100","mono"
"57047","ML 205188","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205188.WAV","","2019-04-24 14:56","4.16 MB","4363406","audio/x-wav","","","","49","","","","","","https://bio.acousti.ca/node/57047","","","","","44100","mono"
"57048","ML 205189","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205189.WAV","","2019-04-24 14:56","5.88 MB","6167986","audio/x-wav","","","","69","","","","","","https://bio.acousti.ca/node/57048","","","","","44100","mono"
"57049","ML 205194","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205194.WAV","","2019-04-24 14:56","4.09 MB","4292608","audio/x-wav","","","","48","","","","","","https://bio.acousti.ca/node/57049","","","","","44100","mono"
"57050","ML 205198","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205198.WAV","","2019-04-24 14:56","3.22 MB","3381154","audio/x-wav","","","","38","","","","","","https://bio.acousti.ca/node/57050","","","","","44100","mono"
"57051","ML 205199","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205199.WAV","","2019-04-24 14:56","3.61 MB","3780140","audio/x-wav","","","","42","","","","","","https://bio.acousti.ca/node/57051","","","","","44100","mono"
"57052","ML 205200","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205200.WAV","","2019-04-24 14:56","1.47 MB","1541418","audio/x-wav","","","","17","","","","","","https://bio.acousti.ca/node/57052","","","","","44100","mono"
"57053","ML 205202","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205202.WAV","","2019-04-24 14:56","712.75 KB","729856","audio/x-wav","","","","58","","","","","","https://bio.acousti.ca/node/57053","","","","","44100","mono"
"57054","ML 205204","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205204.WAV","","2019-04-24 14:56","4.1 MB","4301568","audio/x-wav","","","","65","","","","","","https://bio.acousti.ca/node/57054","","","","","44100","mono"
"57055","ML 205205","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205205.WAV","","2019-04-24 14:56","3.94 MB","4134690","audio/x-wav","","","","46","","","","","","https://bio.acousti.ca/node/57055","","","","","44100","mono"
"57056","ML 205206","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205206.WAV","","2019-04-24 14:56","3.46 MB","3623526","audio/x-wav","","","","41","","","","","","https://bio.acousti.ca/node/57056","","","","","44100","mono"
"57057","ML 205209","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205209.WAV","","2019-04-24 14:56","3.66 MB","3839956","audio/x-wav","","","","43","","","","","","https://bio.acousti.ca/node/57057","","","","","44100","mono"
"57058","ML 205212","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205212.WAV","","2019-04-24 14:56","3.39 MB","3549762","audio/x-wav","","","","40","","","","","","https://bio.acousti.ca/node/57058","","","","","44100","mono"
"57059","ML 205213","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205213.WAV","","2019-04-24 14:56","4.45 MB","4663552","audio/x-wav","","","","54","","","","","","https://bio.acousti.ca/node/57059","","","","","44100","mono"
"57060","ML 205214","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205214.WAV","","2019-04-24 14:56","5.91 MB","6196698","audio/x-wav","","","","70","","","","","","https://bio.acousti.ca/node/57060","","","","","44100","mono"
"57061","ML 205215","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205215.WAV","","2019-04-24 14:56","4.85 MB","5089212","audio/x-wav","","","","57","","","","","","https://bio.acousti.ca/node/57061","","","","","44100","mono"
"57062","ML 205216","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205216.WAV","","2019-04-24 14:56","4.23 MB","4440064","audio/x-wav","","","","57","","","","","","https://bio.acousti.ca/node/57062","","","","","44100","mono"
"57063","ML 205220","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205220.WAV","","2019-04-24 14:56","5.7 MB","5982064","audio/x-wav","","","","67","","","","","","https://bio.acousti.ca/node/57063","","","","","44100","mono"
"57064","ML 205221","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205221.WAV","","2019-04-24 14:56","3.93 MB","4117146","audio/x-wav","","","","46","","","","","","https://bio.acousti.ca/node/57064","","","","","44100","mono"
"57065","ML 205222","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205222.WAV","","2019-04-24 14:56","5.1 MB","5348080","audio/x-wav","","","","60","","","","","","https://bio.acousti.ca/node/57065","","","","","44100","mono"
"57066","ML 205225","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205225.WAV","","2019-04-24 14:56","4 MB","4194304","audio/x-wav","","","","52","","","","","","https://bio.acousti.ca/node/57066","","","","","44100","mono"
"57067","ML 205226","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205226.WAV","","2019-04-24 14:56","3.94 MB","4129722","audio/x-wav","","","","46","","","","","","https://bio.acousti.ca/node/57067","","","","","44100","mono"
"57068","ML 205229","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205229.WAV","","2019-04-24 14:56","161.5 KB","165376","audio/x-wav","","","","56","","","","","","https://bio.acousti.ca/node/57068","","","","","44100","mono"
"57069","ML 205230","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/205230.WAV","","2019-04-24 14:56","17.5 KB","17920","audio/x-wav","","","","63","","","","","","https://bio.acousti.ca/node/57069","","","","","44100","mono"
"57070","ML 208183","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208183.WAV","","2019-04-24 14:56","5.5 MB","5763934","audio/x-wav","","","","65","","","","","","https://bio.acousti.ca/node/57070","","","","","44100","mono"
"57071","ML 208184","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208184.WAV","","2019-04-24 14:56","4.91 MB","5149302","audio/x-wav","","","","58","","","","","","https://bio.acousti.ca/node/57071","","","","","44100","mono"
"57072","ML 208185","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208185.WAV","","2019-04-24 14:56","8.75 KB","8960","audio/x-wav","","","","57","","","","","","https://bio.acousti.ca/node/57072","","","","","44100","mono"
"57073","ML 208186","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208186.WAV","","2019-04-24 14:56","26.25 KB","26880","audio/x-wav","","","","65","","","","","","https://bio.acousti.ca/node/57073","","","","","44100","mono"
"57074","ML 208189","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208189.WAV","","2019-04-24 14:56","5.12 MB","5370638","audio/x-wav","","","","60","","","","","","https://bio.acousti.ca/node/57074","","","","","44100","mono"
"57075","ML 208190","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208190.WAV","","2019-04-24 14:56","3.97 MB","4166652","audio/x-wav","","","","47","","","","","","https://bio.acousti.ca/node/57075","","","","","44100","mono"
"57076","ML 208193","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208193.WAV","","2019-04-24 14:56","4.11 MB","4310568","audio/x-wav","","","","48","","","","","","https://bio.acousti.ca/node/57076","","","","","44100","mono"
"57077","ML 208194","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208194.WAV","","2019-04-24 14:56","5.9 MB","6191586","audio/x-wav","","","","70","","","","","","https://bio.acousti.ca/node/57077","","","","","44100","mono"
"57078","ML 208195","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208195.WAV","","2019-04-24 14:56","4.02 MB","4210688","audio/x-wav","","","","52","","","","","","https://bio.acousti.ca/node/57078","","","","","44100","mono"
"57079","ML 208196","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208196.WAV","","2019-04-24 14:56","4.78 MB","5011468","audio/x-wav","","","","56","","","","","","https://bio.acousti.ca/node/57079","","","","","44100","mono"
"57080","ML 208197","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208197.WAV","","2019-04-24 14:56","321.5 KB","329216","audio/x-wav","","","","47","","","","","","https://bio.acousti.ca/node/57080","","","","","44100","mono"
"57081","ML 208198","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208198.WAV","","2019-04-24 14:56","4.01 MB","4208912","audio/x-wav","","","","47","","","","","","https://bio.acousti.ca/node/57081","","","","","44100","mono"
"57082","ML 208199","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208199.WAV","","2019-04-24 14:56","4.31 MB","4521984","audio/x-wav","","","","60","","","","","","https://bio.acousti.ca/node/57082","","","","","44100","mono"
"57083","ML 208536","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208536.WAV","","2019-04-24 14:56","5.14 MB","5385572","audio/x-wav","","","","61","","","","","","https://bio.acousti.ca/node/57083","","","","","44100","mono"
"57084","ML 208539","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208539.WAV","","2019-04-24 14:56","4.28 MB","4489216","audio/x-wav","","","","57","","","","","","https://bio.acousti.ca/node/57084","","","","","44100","mono"
"57085","ML 208560","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208560.WAV","","2019-04-24 14:56","5.17 MB","5416406","audio/x-wav","","","","61","","","","","","https://bio.acousti.ca/node/57085","","","","","44100","mono"
"57086","ML 208568","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208568.WAV","","2019-04-24 14:56","4.79 MB","5020812","audio/x-wav","","","","56","","","","","","https://bio.acousti.ca/node/57086","","","","","44100","mono"
"57087","ML 208579","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208579.WAV","","2019-04-24 14:56","26.25 KB","26880","audio/x-wav","","","","53","","","","","","https://bio.acousti.ca/node/57087","","","","","44100","mono"
"57088","ML 208589","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208589.WAV","","2019-04-24 14:56","4.46 MB","4675064","audio/x-wav","","","","53","","","","","","https://bio.acousti.ca/node/57088","","","","","44100","mono"
"57089","ML 208591","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208591.WAV","","2019-04-24 14:56","6.13 MB","6425410","audio/x-wav","","","","72","","","","","","https://bio.acousti.ca/node/57089","","","","","44100","mono"
"57090","ML 208592","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208592.WAV","","2019-04-24 14:56","6.35 MB","6662876","audio/x-wav","","","","75","","","","","","https://bio.acousti.ca/node/57090","","","","","44100","mono"
"57091","ML 208593","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208593.WAV","","2019-04-24 14:56","26.25 KB","26880","audio/x-wav","","","","56","","","","","","https://bio.acousti.ca/node/57091","","","","","44100","mono"
"57092","ML 208594","Gryllus Gryllus texensis","https://bio.acousti.ca/sites/default/files/208594.WAV","","2019-04-24 14:56","5.52 MB","5787888","audio/x-wav","","","","65","","","","","","https://bio.acousti.ca/node/57092","","","","","44100","mono"
