"id","type","title","author","editor","year","month","journal","booktitle","series","howpublished","volume","number","pages","chapter","edition","publisher","organization","institution","school","address","type_of_work","note","isbn","issn","doi","url","attachments","keywords","abstract","type_name","journal_abbreviation","pmid","info_url"
"47331","article","Contribution to the taxonomy of Gryllus Linnaeus, 1758 in South America: Part I: Redescription of Gryllus argentinus Saussure, 1874 (Orthoptera, Grylloidea, Gryllidae)","Luciano de P. Martins; Zefa, Edison","","2011","","Entomological Science","","","","14","1","87 - 93","","","","","","","","","","","","10.1111/ens.2011.14.issue-110.1111/j.1479-8298.2010.00412.x","http://doi.wiley.com/10.1111/ens.2011.14.issue-1","https://bio.acousti.ca/sites/default/files/j.1479-8298.2010.00412.x.pdf","bioacoustics; Brazil; cricket; genitalia; insects; pars stridens","<p>The genus Gryllus includes 82 described species that occur in America from Canada to Argentina as well as in several areas of Africa, Europe and Asia. There are 12 species in South America, which were described in the nineteenth century based on a small number of samples and inconsistent characters such as body coloration and external morphology. The aim of this article is to redescribe Gryllus argentinus Saussure, 1874 collected in the urban areas of Pelotas, Cap&atilde;o do Le&atilde;o and Rio Grande, in the state of Rio Grande do Sul, southern Brazil, highlighting phallic sclerites, calling song and body morphometry. We designate the lectotype male, provide a combination of diagnostic characteristics and discuss the taxonomic situation of South American Gryllus species.</p>
","Journal Article","","","https://bio.acousti.ca/node/47331"
"47332","article","Clinal variation explains taxonomic discrepancy in the calling songs of shield-back katydids (Orthoptera: Tettigoniidae: Tettigoniinae: Aglaothorax)","Jeffrey A. Cole","","2010","","Biological Journal of the Linnean Society","","","","101","4","910 - 921","","","","","","","","","","","","10.1111/bij.2010.101.issue-410.1111/j.1095-8312.2010.01532.x","http://doi.wiley.com/10.1111/bij.2010.101.issue-4https://academic.oup.com/biolinnean/article-lookup/doi/10.1111/j.1095-8312.2010.01532.xhttps://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1095-8312.2010.01532.x","https://bio.acousti.ca/sites/default/files/j.1095-8312.2010.01532.x.pdf","bioacoustics; California; cline; discriminant analysis; speciation; transverse ranges","<p>Understanding the relationship between mating trait evolution and speciation requires data from a variety of taxa. I analysed the calling songs of the shield-back katydid genus Aglaothorax, which represents a little-known lineage of acoustic insects. Field-collected males of all described species and most subspecies were recorded under controlled laboratory conditions. Discriminant analysis was 90.5% successful in separating song types, but the song types thus delineated did not correspond to currently recognized taxa as defined by morphology. The discrepancy is caused by two species, Aglaothorax morsei and Aglaothorax longipennis, the songs of which vary in a cline across the Transverse Ranges and the Los Angeles Basin of southern California. From west to east, pulse rate and duty cycle decrease and interpulse interval increases. Selection for species recognition at a contact zone, sexual selection and interactions between signals and the environment are considered as causes of the cline.</p>
","Journal Article","","","https://bio.acousti.ca/node/47332"
"47333","article","Integrated systematics of the <i>Poecilimon luschani</i> species group (Orthoptera, Tettigoniidae): radiation as a chain of populations in a small heterogeneous area","Boztepe, Zehra; Kaya, Sarp; Çiplak, Battal","","2013","","Zoological Journal of the Linnean Society","","","","169","1","43 - 69","","","","","","","","","","","","10.1111/zoj.2013.169.issue-110.1111/zoj.12058","http://doi.wiley.com/10.1111/zoj.2013.169.issue-1https://academic.oup.com/zoolinnean/article-lookup/doi/10.1111/zoj.12058https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fzoj.12058","https://bio.acousti.ca/sites/default/files/zoj12058.pdf","Anatolia; chain species; integrative taxonomy; Poecilimon luschani group","<p>The Poecilimon luschani species group (Orthoptera, Tettigonioidea, Phaneropterinae), ranging along a narrow line in West Anatolia and the Balkan mountains, has been revised using integrated data from morphology, bioacoustics, and DNA sequences of two matrilineal markers. A taxonomic approach neutral with respect to existing species/subspecies was applied to the sampled populations. The male calling song showed poor variation amongst the populations. Of the morphological structures, only the male cerci and male subgenital plate offer diagnostic characters but they are secondary gains or losses in most cases. Phylogenetic analyses applied to a data matrix consisting of concatenated 1401 bp long sequences of 16S rDNA and cytochrome oxidase subunit I produced from specimens of the group resulted in trees with similar topologies. Both genetic and phenotypic data confirmed the species status of the geographically discrete Izmir, Balkan, Aydın, K&uuml;tahya, and Balıkesir populations. However, 13 populations located in the southern part of the group&#39;s range in Antalya and Muğla Provinces of Turkey present a complex phylogenetic and morphological pattern of three morphological units, but two phylogroups. By integrating song, morphology, and phylogenetic data the following conclusions were made. The species status of Poecilimon ledereri and Poecilimon orbelicus was confirmed. The Aydın population was re-established as a valid species, P. tuncayi stat. rev. The K&uuml;tahya population was elevated to species level as Poecilimon egrigozi &Uuml;nal, 2005, stat. nov. The Balıkesir population is here described as a new species Poecilimon helleri sp. nov. The southern lineage of the species group exhibits characteristics of a chain species with three subspecies. Poecilimon luschani is retained as the species name by priority and the Poecilimon birandi is considered its subspecies as Poecilimon luschani birandistat. nov. A new subspecies Poecilimon luschani chobanovi ssp. nov. is described. The phylogenetic relationships amongst the proposed taxa are as follows: P. ledereri + (P. orbelicus + (P. tuncayi + (P. egrigozi + P. helleri) + (P. luschani luschani + P. luschani birandi + P. luschani chobanovi))).</p>
","Journal Article","Zool J Linn Soc","","https://bio.acousti.ca/node/47333"
"47334","article","Biogeography, ecology, acoustics and chromosomes of East African Eurycorypha Stål species (Orthoptera, Phaneropterinae) with the description of new species","Claudia Hemp; Klaus-Gerhard Heller; Warchałowska-Śliwa, Elżbieta; Grzywacz, Beata; Hemp, Andreas","","2013","","Organisms Diversity & Evolution","","","","13","3","373 - 395","","","","","","","","","","","1439-6092","10.1007/s13127-012-0123-1","http://link.springer.com/10.1007/s13127-012-0123-1","https://bio.acousti.ca/sites/default/files/art%253A10.1007%252Fs13127-012-0123-1.pdf","bioacoustics; Biogeography; chromosomes; ecology; Mount Kilimanjaro; new species; Orthoptera; Phaneropterinae; speciation; Tanzania","<p>Although Eurycorypha is the most species-rich Phaneropterinae genus in Africa, little is known about the distribution and the ecology of the species. In this study data on distribution, ecology, song and on chromosomes of some East African species are provided. The nymphs of some species are shown, famous for their ant-like appearance and behaviour. The male of E. punctipennis Chopard and three species of Eurycorypha are newly described. These are E. resonans n. sp. and E. combretoides n. sp. occurring in different habitats on Mount Kilimanjaro, and E. conclusa n. sp from forest habitats along the Tanzanian coast. Bioacoustically, the four recorded species are unusually divers, presenting non-resonant and resonant songs. As four Eurycorypha species occur syntopically on geological young Mount Kilimanjaro, the biogeographical pattern and possible speciation mechanisms in the genus Eurycorypha are discussed in context of the climatical history of eastern Africa.</p>
","Journal Article","Org Divers Evol","","https://bio.acousti.ca/node/47334"
"47335","article","The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species","Claudia Hemp; Klaus-Gerhard Heller; Warchalowska-Sliwa, Elzbieta; Hemp, Andreas","","2013","","Organisms Diversity & Evolution","","","","13","4","521 - 530","","","","","","","","","","","1439-6092","10.1007/s13127-013-0133-7","http://link.springer.com/10.1007/s13127-013-0133-7","https://bio.acousti.ca/sites/default/files/art%253A10.1007%252Fs13127-013-0133-7.pdf","Aerotegmina; bioacoustics; chromosomes; East Africa; Eastern Arc Mountains; Euryastes; Hexacentrinae; morphology; new species; Orthoptera; phylogeography; Taita Hills","<p>The genus Aerotegmina Hemp is common on East African mountains. Two species are known and a third, A. taitensis n. sp., is described in this paper. A. kilimandjarica Hemp is widespread while A. shengenae Hemp is endemic to the South Pare Mountains and A. taitensis n. sp. is known only from the Taita Hills. Morphologically, and from their song, A. shengenae and A. taitensis n. sp. are closely related. In chromosome number A. kilimandjarica (2n&thinsp;=&thinsp;33) differs clearly from A. shengenae (2n&thinsp;=&thinsp;27). Data presented on other flightless Orthoptera suggest that the South Pare Mountains and the Taita Hills, both belonging to the geologically old mountain chain of the Eastern Arc, show a faunistic similarity not shared by any other mountain range in the area. The mechanisms that led to this phylogeographic pattern in flightless Orthoptera in the Eastern Arc Mountains of northern Tanzania and southern Kenya and the inland volcanoes are discussed. A key to the three Aerotegmina species is presented, as well as bioacoustical data of all species compared to the phaneropterine species Euryastes jagoi.</p>
","Journal Article","Org Divers Evol","","https://bio.acousti.ca/node/47335"
"47336","article","A new genus of African Karniellina (Orthoptera, Tettigoniidae, Conocephalinae, Conocephalini): integrating morphological, molecular and bioacoustical data","Claudia Hemp; KEHL, SIEGFRIED; Klaus-Gerhard Heller; Johann Wolfgang Wägele; Hemp, Andreas","","2010","","Systematic Entomology","","","","35","3","581 - 595","","","","","","","","","","","","10.1111/j.1365-3113.2010.00528.x","http://doi.wiley.com/10.1111/j.1365-3113.2010.00528.xhttps://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-3113.2010.00528.x","https://bio.acousti.ca/sites/default/files/j.1365-3113.2010.00528.x.pdf","","<p>Melanoscirtes gen.n. is established within Karniellina. The members of this subtribe are small conocephaline bush crickets, confined to Africa. Melanoscirtes is erected on Phlesirtes kibonotensis, a species restricted to forest clearings and forest edge in the submontane and montane zones of Mt. Kilimanjaro. A subspecies, M. kibonotensis uguenoensis, is described from the North Pare mountains, a mountain range of the Eastern Arc adjacent to Mt. Kilimanjaro. Further species of Melanoscirtes occur on other mountain ranges of the northern branch of the Eastern Arc mountains of northern Tanzania and southern Kenya. The South Pare mountains harbour M. shengenae; the West Usambaras, M. usambarensis, and the Taita Hills, M. taitensis. All species and subspecies of Melanoscirtes exhibit a similar morphology and occupy analogous habitats on the respective mountains. The song patterns for all species found within this genus are very similar, and this, together with evidence from molecular data, suggests that allopatric speciation is the reason for the biogeographic pattern found in this genus. A key for the subspecies and species of Melanoscirtes is provided.</p>
","Journal Article","","","https://bio.acousti.ca/node/47336"
"47337","article","Acoustic monitoring of Orthoptera and its potential for conservation","Riede, Klaus","","1998","","Journal of Insect Conservation","","","","2","3/4","217 - 223","","","","","","","","","","","1366638X","10.1023/A:1009695813606","http://link.springer.com/10.1023/A:1009695813606","https://bio.acousti.ca/sites/default/files/art%253A10.1023%252FA%253A1009695813606.pdf","bioacoustics; biodiversity; conservation; monitoring; Orthoptera; tropical forests","<p>Songs of Orthoptera can be used for inventorying and monitoring of individual species and communities. Acoustic parameters such as carrier frequency and pulse rates allow the definition of recognizable taxonomic units (RTUs) which help to overcome the taxonomic impediment due to our scanty knowledge, particularly of tropical faunas. Bioacoustic diversity is a first estimate for species richness and provides baseline data which can be a prerequisite for conservation. Additional ecological and behavioural information such as habitat preference and singing schedules can be inferred. Many Orthoptera are sensitive indicator species for habitat quality in temperate and tropical ecosystems. Examples are given for evaluation of habitat quality and deterioration by acoustic detection of Orthoptera.</p>
","Journal Article","","","https://bio.acousti.ca/node/47337"
"47338","article","Do male field crickets, Gryllus pennsylvanicus, signal their age?","Judge, Kevin A.","","2011","","Animal Behaviour","","","","81","1","185 - 194","","","","","","","","","","","00033472","10.1016/j.anbehav.2010.09.032","http://linkinghub.elsevier.com/retrieve/pii/S000334721000401X","https://bio.acousti.ca/sites/default/files/1-s2.0-S000334721000401X-main.pdf","age-based indicator mechanism; bioacoustics; calling song; Gryllinae; older males; Orthoptera survival","<p>Older males are often reported to have higher mating success than younger males. To the extent that male quality and survival are positively correlated, this observation raises the possibility that females use male signals to assess age and thus quality. I tested this hypothesis in the fall field cricket, Gryllus pennsylvanicus, a species in which females are known to prefer older males, and males call to attract females. Tests were both longitudinal (males recorded early and late in life) and cross-sectional (males recorded once, each at different ages). I measured a variety of temporal and spectral calling song parameters and tested the predictions that: 1) calling song changes with age, and 2) variation in calling song correlates with variation in age. I found significant changes with increased age: calls showed decreased pulse period, decreased pulse duration, decreased pulse peak frequency, more pulses per chirp and increased pulse period variability. Although pulse period and pulse duration were negatively correlated with male age in bivariate correlations, canonical correlation failed to detect any significant relationship between male age and any linear combination of song parameters. I also measured a number of male body size traits and found that the majority of information in male song appears to be related to body size. I discuss the results in relation to the auditory sensitivity of G. pennsylvanicus, and suggest a simple mechanism that explains both female preference for older males and female discrimination against heterospecific males.</p>
","Journal Article","Animal Behaviour","","https://bio.acousti.ca/node/47338"
"47339","article","The Phlesirtes complex (Orthoptera, Tettigoniidae, Conocephalinae, Conocephalini) reviewed: integrating morphological, molecular, chromosomal and bioacoustic data","Claudia Hemp; Klaus-Gerhard Heller; KEHL, SIEGFRIED; Warchałowska-Śliwa, Elżbieta; Johann Wolfgang Wägele; Hemp, Andreas","","2010","","Systematic Entomology","","","","35","3","554 - 580","","","","","","","","","","","","10.1111/j.1365-3113.2009.00512.x","http://doi.wiley.com/10.1111/j.1365-3113.2009.00512.xhttps://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-3113.2009.00512.x","https://bio.acousti.ca/sites/default/files/j.1365-3113.2009.00512.x.pdf","","<p>The tettigoniid genus Phlesirtes Bolivar and its allies are reviewed. Morphological, ecological and molecular data prompt the erection of the new genus Chortoscirtesgen.n. with type species Xiphidion meruense Sj&ouml;stedt. The genera Phlesirtes, Chortoscirtes, Karniella and Naskreckiella are characterized by morphological characters supported by molecular, acoustic, ecological and chromosomal data. Four species, Chortoscirtes pseudomeruensissp.n., C. masaicussp.n., C. puguensissp.n. and C. serengetisp.n., are described from localities in northern and coastal Tanzania and one Karniella, K. crassicercasp.n., is described from Uganda. The following comb n. are proposed: Phlesirtes kibonotensis (Sj&ouml;stedt) and Phlesirtes kilimandjaricus (Sj&ouml;stedt). Subtribal status is proposed for the four investigated African genera. A key to the Chortoscirtes species is provided.</p>
","Journal Article","","","https://bio.acousti.ca/node/47339"
"47340","article","Gnominthus gen. nov., a new genus of crickets endemic to Papua New Guinea with novel acoustic and behavioral diversity (Insecta, Orthoptera, Gryllidae, Eneopterinae)","Natallia M. Vicente; Olivero, Paola; Lafond, Augustin; Jiajia Dong; Tony Robillard","","2015","","Zoologischer Anzeiger - A Journal of Comparative Zoology","","","","258","","82 - 91","","","","","","","","","","","00445231","10.1016/j.jcz.2015.06.005","http://linkinghub.elsevier.com/retrieve/pii/S0044523115300024","https://bio.acousti.ca/sites/default/files/1-s2.0-S0044523115300024-main_0.pdf","Gryllidae; high frequency; Insecta; mating behavior; new genus; new species; Orthoptera; Papua New Guinea","<p>The present study describes Gnominthus, a new genus of Eneopterinae crickets from New Guinea Island (Papua New Guinea), which belongs to the tribe Lebinthini. Descriptions focus on general morphology, male and female genitalia, and forewing venation. Bioacoustical analyses of the calling song and the description of the mating behavior are also provided. The novelties found here increase the idea hypothesized before that the Lebinthini may represent a very diverse group in terms of shapes, behaviors and acoustic signals.</p>
","Journal Article","Zoologischer Anzeiger - A Journal of Comparative Zoology","","https://bio.acousti.ca/node/47340"
"47341","article","Large-scale semi-automated acoustic monitoring allows to detect temporal decline of bush-crickets","Jeliazkov, Alienor; Bas, Yves; Kerbiriou, Christian; Julien, Jean-François; Penone, Caterina; Le Viol, Isabelle","","2016","","Global Ecology and Conservation","","","","6","","208 - 218","","","","","","","","","","","23519894","10.1016/j.gecco.2016.02.008","http://linkinghub.elsevier.com/retrieve/pii/S2351989415300329","https://bio.acousti.ca/sites/default/files/1-s2.0-S2351989415300329-main.pdf","automated signal recognition; bioacoustics; citizen monitoring program; Climate; Tettigoniida; trends","<p>Monitoring biodiversity over large spatial and temporal scales is crucial to assess the impact of global changes and environmental mitigation measures. However, large-scale monitoring of invertebrates remains poorly developed despite the importance of these organisms in ecosystem functioning. The development of new recording techniques and new methods of automatic species recognition based on sound detection and easily applicable within a citizen-science framework, offers interesting possibilities. However, the value of such protocols has not been tested for the study of temporal trends on a large spatial scale.</p>
<p>We used an acoustic region-wide citizen-monitoring program of Orthoptera, conducted along roads, to assess the relevance of automatic species recognition methods to detect temporal trends while taking into account spatial and seasonal patterns of two Orthoptera species activity (Tettigonia viridissima Linnaeus, 1758, and Ruspolia nitidula Scopoli, 1786) at a large scale. Additionally, we tested the effect of climate and land-use variables on spatio-temporal abundance patterns using generalized linear mixed models. We found negative temporal trends for the two species across the survey period (2006&ndash;2012). The spatial variations were largely explained by the geoclimatic conditions and, to a lesser extent, by land use (negative effects of urbanization). The temporal variations were highly correlated to the climatic conditions of the year, and of the previous year (nonlinear effect of temperature, precipitation).</p>
<p>To our knowledge, this paper describes the first successful attempt to calculate large-scale temporal trends of insect populations on the basis of an automatic identification process of acoustic data. We argue that acoustic monitoring along roads, coupled with the automatic recognition of species sounds, offers several advantages for assessing Orthoptera biodiversity response to global changes and environmental measures.</p>
","Journal Article","Global Ecology and Conservation","","https://bio.acousti.ca/node/47341"
"47342","book","Multiple Classifier Systems for the Recognition of Orthoptera Songs","Dietrich, Christian; Schwenker, Friedhelm; Palm, Günther","","2003","","","","","","2781","","474 - 481","","","Springer Berlin Heidelberg","","","","Berlin, Heidelberg","","","978-3-540-40861-1","0302-9743","10.1007/b1201010.1007/978-3-540-45243-0_61","http://link.springer.com/10.1007/b12010","https://bio.acousti.ca/sites/default/files/chp%253A10.1007%252F978-3-540-45243-0_61.pdf","","","Book","","","https://bio.acousti.ca/node/47342"
"47343","article","A new genus and species of African Phaneropterinae (Orthoptera: Tettigoniidae), with data on its ecology, bioacoustics and chromosomes","Claudia Hemp; Klaus-Gerhard Heller; Warchałowska-Śliwa, Elżbieta; Hemp, Andreas","","2010","","Organisms Diversity & Evolution","","","","10","3","215 - 226","","","","","","","","","","","1439-6092","10.1007/s13127-010-0013-3","http://link.springer.com/10.1007/s13127-010-0013-3","https://bio.acousti.ca/sites/default/files/art%253A10.1007%252Fs13127-010-0013-3.pdf","East Africa; Eastern Arc; ecological niche; Mount Kilimanjaro; new species","<p>A new genus is proposed for a new East African Phaneropterinae species, Lunidia viridis, occurring on Mt. Kilimanjaro, Tanzania. Based on 33 records, notes on distribution and habitat are given, as well as acoustical data provided. Climate and vegetation parameters obtained along several transects on Mt. Kilimanjaro were evaluated describing the ecological niche of the new species. This interdisciplinary approach allows not only a profound characterisation of the ecological demands of the new genus but also predictions of the potential distribution area, which is tested for the first time for an African bush cricket species. Lunidia viridis n. gen. n. sp. occurs within humid and perhumid forests and Chagga home gardens, avoiding subhumid conditions on the mountain. It is found from 1,330 m upwards on the southern slopes, whereas the same ecological conditions are expressed from 1,930 m upwards on the drier northern slopes. Lunidia viridis has an unusually complex and variable song, which is described from field and laboratory recordings. The FISH technique for characterizing chromosomes is applied for the first time for an African species; L. viridis exhibits a karyotype typical for most Tettigoniidae.</p>
","Journal Article","Org Divers Evol","","https://bio.acousti.ca/node/47343"
"47344","article","Review of the Plangia graminea (Serville) complex and the description of new Plangia species from East Africa (Orthoptera: Phaneropteridae, Phaneropterinae) with data on habitat, bioacoustics, and chromosomes","Claudia Hemp; Klaus-Gerhard Heller; Warchałowska-Śliwa, Elżbieta; Grzywacz, Beata; Hemp, Andreas","","2015","","Organisms Diversity & Evolution","","","","15","3","471 - 488","","","","","","","","","","","1439-6092","10.1007/s13127-015-0216-8","http://link.springer.com/10.1007/s13127-015-0216-8","https://bio.acousti.ca/sites/default/files/art%253A10.1007%252Fs13127-015-0216-8.pdf","bioacoustics; chromosomes; Eastern Arc Mountains; Mount Kilimanjaro; new species; speciation; Tanzania","<p>The Plangia graminea complex is partly reviewed and two new species of Plangia are described, Plangia multimaculata n. sp. from savanna habitats and Plangia satiscaerulea n. sp. from the submontane zones in northern Tanzania. Plangia compressa (Walker 1869) is synonymized with P. graminea (Serville, 1838). Data on habitat, bioacoustics, and chromosomes are provided. Both analyzed Plangia species showed the same chromosomal number. Compared to other investigated African Phaneropterinae, Plangia had a reduced chromosome number and thus shows a derived condition in its genome. The sex chromosomes differed morphologically in both investigated species of Plangia suggesting different mechanisms leading to these differences. Niche specialization and the male calling song are discussed as drivers for speciation in fully alate and thus mobile taxa.</p>
","Journal Article","Org Divers Evol","","https://bio.acousti.ca/node/47344"
"47345","article","Chromosomal diversification in the flightless Western Mediterranean bushcricket genus <i>Odontura</i> (Orthoptera: Tettigoniidae: Phaneropterinae) inferred from molecular data","Grzywacz, Beata; Klaus-Gerhard Heller; Arne W. Lehmann; Warchałowska-Śliwa, Elżbieta; Gerlind U.C. Lehmann","","2014","","Journal of Zoological Systematics and Evolutionary Research","","","","52","2","109 - 118","","","","","","","","","","","","10.1111/jzs.2014.52.issue-210.1111/jzs.12046","http://doi.wiley.com/10.1111/jzs.2014.52.issue-2","https://bio.acousti.ca/sites/default/files/jzs12046.pdf","bioacoustics; chromosome evolution; molecular phylogeny; Odontura; Phaneropterinae","<p>We used molecular characters to infer the phylogenetic position of the Western Mediterranean bushcricket genus Odontura and to trace its high karyotype diversity. Analysis of 1391 base pairs of two mitochondrial genes (COI and ND1) and one nuclear sequence (ITS2) was conducted. Phylogenetic topologies were estimated using maximum parsimony, maximum likelihood and likelihood-based Bayesian inference. The genus Odontura is a phylogenetic outlier in respect of all other European Phaneropterinae genera and has been proposed to have originated from a hitherto unknown ancestor. Our results support the monophyly of the genus Odontura and the recognition of two subgenera: Odontura and Odonturella. We found that both Sicilian taxa of the subgenus Odontura have a completely identical morphology and song patterns. Combining these results, we proposed that both should be treated as subspecies: O. (Odontura) stenoxypha stenoxypha and O. (O.) st. arcuata. Bioacoustic data also proved to support independent markers, with song characteristics reflecting the molecular topology. Mapping the karyotypic characters onto the phylogenetic tree allows a reconstruction of the directions and transitional stages of chromosome differentiation. The number of autosomes within the genus Odontura ranges from 26 to 30. In addition to the ancestral X0 sex determination mechanism, neo-XY and neo-X1X2Y sex chromosomes have evolved independently.</p>
","Journal Article","J Zoolog Syst Evol Res","","https://bio.acousti.ca/node/47345"
